dataset_size,max_depth,min_samples_split,my_tree_accuracy,my_tree_precision,my_tree_recall,my_tree_depth,my_tree_num_nodes,my_tree_training_time,my_memory_usage,sklearn_accuracy,sklearn_precision,sklearn_recall,sklearn_tree_depth,sklearn_num_nodes,sklearn_training_time,sklearn_memory_usage
5810,4,32,0.6876075731497419,0.42794557432776664,0.4129104849579896,4,31,0.46991991996765137,1886.515625,0.6836488812392427,0.633627405842293,0.6836488812392427,4,31,0.011744976043701172,1886.515625
6972,4,32,0.6973608720596672,0.4992427516273443,0.4373607745838059,4,31,0.5346150398254395,1886.53125,0.685025817555938,0.6678441812612385,0.685025817555938,4,31,0.013170719146728516,1886.53125
8134,4,32,0.6887140398328006,0.4570087960976355,0.3923840115315775,4,31,0.621574878692627,1886.53125,0.6772805507745266,0.6455390055268273,0.6772805507745266,4,31,0.018548011779785156,1886.53125
9296,4,32,0.6864242685025818,0.39897921058693253,0.3390266643191028,4,31,0.7239389419555664,1886.546875,0.6815834767641996,0.6647068868065041,0.6815834767641996,4,31,0.01704096794128418,1886.546875
10458,4,32,0.6848345764008414,0.38754982754897477,0.3477717850030825,4,31,0.8018641471862793,1886.546875,0.6813922356091031,0.650438231695862,0.6813922356091031,4,31,0.01901412010192871,1886.546875
11621,4,32,0.6864297392651235,0.38811866727788347,0.3742864994476974,4,31,0.8874340057373047,1886.546875,0.6797177523448928,0.6532886272318366,0.6797177523448928,4,31,0.02057790756225586,1886.546875
1162,4,64,0.6876075731497419,0.37060674139696814,0.36627905021356744,4,17,0.09025216102600098,1886.546875,0.6858864027538726,0.6257778493428642,0.6858864027538726,4,21,0.0026900768280029297,1886.546875
2324,4,64,0.6876075731497419,0.42781936332531295,0.34364771393510846,4,27,0.1835310459136963,1886.546875,0.6858864027538726,0.6501035503146608,0.6858864027538726,4,29,0.004948854446411133,1886.546875
3486,4,64,0.6878944348823867,0.342614602385312,0.35540837980296114,4,29,0.26906490325927734,1886.546875,0.683017785427424,0.6495711186976363,0.683017785427424,4,31,0.007097005844116211,1886.546875
4648,4,64,0.6787865748709122,0.3402482016840077,0.35317291306587745,4,29,0.35837793350219727,1886.546875,0.6828743545611016,0.6574324225750644,0.6828743545611016,4,29,0.00934600830078125,1886.546875
5810,4,64,0.6876075731497419,0.42794557432776664,0.4129104849579896,4,29,0.44661903381347656,1886.546875,0.6836488812392427,0.633627405842293,0.6836488812392427,4,31,0.01133584976196289,1886.546875
6972,4,64,0.6973608720596672,0.4992427516273443,0.4373607745838059,4,31,0.533552885055542,1886.578125,0.685025817555938,0.6678441812612385,0.685025817555938,4,31,0.013501882553100586,1886.578125
8134,4,64,0.6887140398328006,0.4570087960976355,0.3923840115315775,4,31,0.6466991901397705,1886.578125,0.6772805507745266,0.6455390055268273,0.6772805507745266,4,31,0.01600503921508789,1886.578125
